#The RNA-seq samples used in the study
species	Run	Experiment	SRAStudy	BioProject	Sample	BioSample	download_path
Simochromis_diagramma	SRR9688357	SRX6447690	SRP214209	PRJNA552202	SRS5101320	SAMN12248392	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/9688/SRR9688357/SRR9688357.lite.1
Simochromis_diagramma	SRR9688356	SRX6447691	SRP214209	PRJNA552202	SRS5101321	SAMN12248393	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/9688/SRR9688356/SRR9688356.lite.1
Simochromis_diagramma	SRR9688348	SRX6447699	SRP214209	PRJNA552202	SRS5101329	SAMN12248394	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/9688/SRR9688348/SRR9688348.lite.1
Simochromis_diagramma	SRR9688347	SRX6447700	SRP214209	PRJNA552202	SRS5101330	SAMN12248395	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/9688/SRR9688347/SRR9688347.lite.1
Simochromis_diagramma	SRR9688315	SRX6447732	SRP214209	PRJNA552202	SRS5101362	SAMN12248396	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/9688/SRR9688315/SRR9688315.lite.1
Simochromis_diagramma	SRR9688316	SRX6447731	SRP214209	PRJNA552202	SRS5101361	SAMN12248397	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/9688/SRR9688316/SRR9688316.lite.1
Simochromis_diagramma	SRR9688313	SRX6447734	SRP214209	PRJNA552202	SRS5101364	SAMN12248398	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/9688/SRR9688313/SRR9688313.lite.1
Simochromis_diagramma	SRR9688314	SRX6447733	SRP214209	PRJNA552202	SRS5101363	SAMN12248399	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/9688/SRR9688314/SRR9688314.lite.1
Simochromis_diagramma	SRR12038109	SRX8567937	SRP267714	PRJNA626002	SRS6860369	SAMN15293921	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12038/SRR12038109/SRR12038109.lite.1
Simochromis_diagramma	SRR12038108	SRX8567938	SRP267714	PRJNA626002	SRS6860368	SAMN15293922	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12038/SRR12038108/SRR12038108.lite.1
Simochromis_diagramma	SRR12038130	SRX8567916	SRP267714	PRJNA626002	SRS6860347	SAMN15293923	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12038/SRR12038130/SRR12038130.lite.1
Simochromis_diagramma	SRR12038129	SRX8567917	SRP267714	PRJNA626002	SRS6860348	SAMN15293924	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12038/SRR12038129/SRR12038129.lite.1
Simochromis_diagramma	SRR12038128	SRX8567918	SRP267714	PRJNA626002	SRS6860349	SAMN15293925	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12038/SRR12038128/SRR12038128.lite.1
Sinapis_alba	ERR2040436	ERX2099493	ERP023948	PRJEB21674	ERS1829498	SAMEA104170480	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040436.sralite.1
Sinapis_alba	SRR1302059	SRX522637	SRP041309	PRJNA244703	SRS594984	SAMN02728002	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/302/SRR1302059.sralite.1
Sinapis_alba	SRR1302060	SRX522638	SRP041309	PRJNA244703	SRS594985	SAMN02728004	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/302/SRR1302060.sralite.1
Sinapis_alba	SRR2961890	SRX1453047	SRP066721	PRJNA304264	SRS1180740	SAMN04297000	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/961/SRR2961890.sralite.1
Sinapis_alba	SRR2961888	SRX1453039	SRP066721	PRJNA304264	SRS1180732	SAMN04296998	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/961/SRR2961888.sralite.1
Sinapis_alba	SRR2961889	SRX1453046	SRP066721	PRJNA304264	SRS1180739	SAMN04296999	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/961/SRR2961889.sralite.1
Sinapis_alba	SRR6453927	SRX3544846	SRP128554	PRJNA428769	SRS2817856	SAMN08321165	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR006/453/SRR6453927.sralite.1
Sinapis_alba	SRR7289654	SRX4192790	SRP150224	PRJNA475309	SRS3403683	SAMN09386692	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7289654/SRR7289654
Sinapis_alba	SRR7289650	SRX4192794	SRP150224	PRJNA475309	SRS3403693	SAMN09386694	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7289650/SRR7289650
Sinapis_alba	SRR7289663	SRX4192781	SRP150224	PRJNA475309	SRS3403676	SAMN09386693	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7289663/SRR7289663
Sinapis_alba	SRR7289655	SRX4192789	SRP150224	PRJNA475309	SRS3403689	SAMN09386696	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/289/SRR7289655.sralite.1
Sinapis_alba	SRR7289671	SRX4192773	SRP150224	PRJNA475309	SRS3403665	SAMN09386695	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7289671/SRR7289671
Sinapis_alba	SRR11638415	SRX8202208	SRP259104	PRJNA542714	SRS6560283	SAMN12815539	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR11638415/SRR11638415
Sinocyclocheilus_anshuiensis	SRR2960752	SRX1452271	SRP066654	PRJNA274017	SRS1180000	SAMN04288071	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/960/SRR2960752.sralite.1
Sinocyclocheilus_anshuiensis	SRR2960751	SRX1452270	SRP066654	PRJNA274017	SRS1180001	SAMN04288073	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR296/0751/SRR2960751.sralite.1
Sinocyclocheilus_anshuiensis	SRR2960749	SRX1452268	SRP066654	PRJNA274017	SRS1180003	SAMN04288074	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR296/0749/SRR2960749.sralite.1
Sinocyclocheilus_anshuiensis	SRR2960750	SRX1452269	SRP066654	PRJNA274017	SRS1180002	SAMN04288072	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/960/SRR2960750.sralite.1
Sinocyclocheilus_rhinocerous	SRR2960756	SRX1452275	SRP066654	PRJNA274017	SRS1179996	SAMN04288067	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/960/SRR2960756.sralite.1
Sinocyclocheilus_rhinocerous	SRR2960753	SRX1452272	SRP066654	PRJNA274017	SRS1179999	SAMN04288069	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR296/0753/SRR2960753.sralite.1
Sinocyclocheilus_rhinocerous	SRR2960755	SRX1452274	SRP066654	PRJNA274017	SRS1179997	SAMN04288070	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/960/SRR2960755.sralite.1
Sinocyclocheilus_rhinocerous	SRR2960754	SRX1452273	SRP066654	PRJNA274017	SRS1179998	SAMN04288068	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR296/0754/SRR2960754.sralite.1
Sitophilus_oryzae	SRR15116545	SRX11425362	SRP328156	PRJNA746240	SRS9467148	SAMN20193221	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR015/15116/SRR15116545/SRR15116545.lite.1
Sitophilus_oryzae	SRR15116546	SRX11425361	SRP328156	PRJNA746240	SRS9467148	SAMN20193221	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR015/15116/SRR15116546/SRR15116546.lite.1
Sitophilus_oryzae	SRR15116547	SRX11425360	SRP328156	PRJNA746240	SRS9467148	SAMN20193221	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR015/15116/SRR15116547/SRR15116547.lite.1
Sitophilus_oryzae	SRR19970102	SRX16012404	SRP384741	PRJNA839575	SRS13694199	SAMN28539445	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19970/SRR19970102/SRR19970102.lite.1
Sitophilus_oryzae	SRR19970074	SRX16012376	SRP384737	PRJNA839577	SRS13694183	SAMN28539446	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19970/SRR19970074/SRR19970074.lite.1
Sitophilus_oryzae	SRR19970104	SRX16012406	SRP384743	PRJNA839578	SRS13694201	SAMN28539447	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19970/SRR19970104/SRR19970104.lite.1
Sitophilus_oryzae	SRR19974962	SRX16017226	SRP384820	PRJNA839579	SRS13697719	SAMN28539448	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR019/19974/SRR19974962/SRR19974962.lite.1
Sitophilus_oryzae	SRR18331095	SRX14467601	SRP364127	PRJNA816415	SRS12270103	SAMN26675368	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18331/SRR18331095/SRR18331095.lite.1
Sitophilus_oryzae	SRR18331096	SRX14467600	SRP364127	PRJNA816415	SRS12270102	SAMN26675369	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18331/SRR18331096/SRR18331096.lite.1
Sitophilus_oryzae	SRR18331097	SRX14467599	SRP364127	PRJNA816415	SRS12270101	SAMN26675370	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18331/SRR18331097/SRR18331097.lite.1
Sitophilus_oryzae	SRR18331093	SRX14467603	SRP364127	PRJNA816415	SRS12270105	SAMN26675371	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18331/SRR18331093/SRR18331093.lite.1
Sitophilus_oryzae	SRR18331094	SRX14467602	SRP364127	PRJNA816415	SRS12270104	SAMN26675372	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18331/SRR18331094/SRR18331094.lite.1
Sitophilus_oryzae	SRR18331098	SRX14467598	SRP364127	PRJNA816415	SRS12270100	SAMN26675373	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18331/SRR18331098/SRR18331098.lite.1
Sitophilus_oryzae	SRR18331099	SRX14467597	SRP364127	PRJNA816415	SRS12270099	SAMN26675374	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18331/SRR18331099/SRR18331099.lite.1
Sitophilus_oryzae	SRR18331100	SRX14467596	SRP364127	PRJNA816415	SRS12270098	SAMN26675375	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR018/18331/SRR18331100/SRR18331100.lite.1
Sitophilus_oryzae	SRR18331101	SRX14467595	SRP364127	PRJNA816415	SRS12270097	SAMN26675376	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR018/18331/SRR18331101/SRR18331101.lite.1
Sitophilus_oryzae	SRR15116542	SRX11425365	SRP328156	PRJNA746240	SRS9467149	SAMN20193222	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15116/SRR15116542/SRR15116542.lite.1
Sitophilus_oryzae	SRR15116543	SRX11425364	SRP328156	PRJNA746240	SRS9467149	SAMN20193222	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR015/15116/SRR15116543/SRR15116543.lite.1
Sitophilus_oryzae	SRR15116544	SRX11425363	SRP328156	PRJNA746240	SRS9467149	SAMN20193222	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR015/15116/SRR15116544/SRR15116544.lite.1
Sitophilus_oryzae	SRR13089456	SRX9535386	SRP293318	PRJNA679396	SRS7741870	SAMN16832143	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13089/SRR13089456/SRR13089456.lite.1
Sitophilus_oryzae	SRR2034797	SRX1034968	SRP058561	PRJNA284566	SRS942429	SAMN03703436	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/034/SRR2034797/SRR2034797.sralite.1
Sitophilus_oryzae	SRR2034796	SRX1034967	SRP058561	PRJNA284566	SRS942430	SAMN03703435	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/034/SRR2034796/SRR2034796.sralite.1
Sitophilus_oryzae	SRR2034798	SRX1034969	SRP058561	PRJNA284566	SRS942431	SAMN03703437	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/034/SRR2034798/SRR2034798.sralite.1
Sitophilus_oryzae	SRR2034799	SRX1034970	SRP058561	PRJNA284566	SRS942432	SAMN03703439	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/034/SRR2034799/SRR2034799.sralite.1
Sitophilus_oryzae	SRR2034800	SRX1034971	SRP058561	PRJNA284566	SRS942433	SAMN03703440	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/034/SRR2034800/SRR2034800.sralite.1
Sitophilus_oryzae	SRR2034801	SRX1034972	SRP058561	PRJNA284566	SRS942434	SAMN03703441	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR002/034/SRR2034801/SRR2034801.sralite.1
Sitophilus_oryzae	SRR4288810	SRX2147201	SRP087595	PRJNA341819	SRS1708015	SAMN05790887	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/288/SRR4288810.sralite.1
Sitophilus_oryzae	SRR4195872	SRX2147200	SRP087595	PRJNA341819	SRS1708019	SAMN05790886	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/195/SRR4195872.sralite.1
Sitophilus_oryzae	SRR4195873	SRX2147200	SRP087595	PRJNA341819	SRS1708019	SAMN05790886	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/195/SRR4195873.sralite.1
Sitophilus_oryzae	SRR4288819	SRX2147200	SRP087595	PRJNA341819	SRS1708019	SAMN05790886	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR004/288/SRR4288819.sralite.1
Sitophilus_oryzae	SRR6748459	SRX3721134	SRP058561	PRJNA284566	SRS2978860	SAMN08564088	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/748/SRR6748459/SRR6748459.sralite.1
Sitophilus_oryzae	SRR6748458	SRX3721135	SRP058561	PRJNA284566	SRS2978861	SAMN08564085	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/748/SRR6748458/SRR6748458.sralite.1
Sitophilus_oryzae	SRR6748460	SRX3721133	SRP058561	PRJNA284566	SRS2978862	SAMN08564087	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/748/SRR6748460/SRR6748460.sralite.1
Sitophilus_oryzae	SRR6748457	SRX3721136	SRP058561	PRJNA284566	SRS2978864	SAMN08564086	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/748/SRR6748457/SRR6748457.sralite.1
Sitophilus_oryzae	SRR6748456	SRX3721137	SRP058561	PRJNA284566	SRS2978865	SAMN08564083	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/748/SRR6748456/SRR6748456.sralite.1
Sitophilus_oryzae	SRR6748455	SRX3721138	SRP058561	PRJNA284566	SRS2978866	SAMN08564084	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/748/SRR6748455.sralite.1
Sitophilus_oryzae	SRR6830122	SRX3786204	SRP135495	PRJNA437510	SRS3039008	SAMN08668856	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/830/SRR6830122.sralite.1
Solanum_chilense	ERR2576923	ERX2593914	ERP108302	PRJEB26324	ERS2480386	SAMEA4659759	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR257/6923/ERR2576923.sralite.1
Solanum_chilense	SRR6232192	SRX3340654	SRP122562	PRJNA329478	SRS2642284	SAMN07840288	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232192.sralite.1
Solanum_chilense	SRR6232206	SRX3340640	SRP122562	PRJNA329478	SRS2642270	SAMN07840272	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232206.sralite.1
Solanum_chilense	SRR6232204	SRX3340642	SRP122562	PRJNA329478	SRS2642272	SAMN07840270	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232204.sralite.1
Solanum_chilense	SRR6232203	SRX3340643	SRP122562	PRJNA329478	SRS2642273	SAMN07840271	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232203.sralite.1
Solanum_chilense	SRR6232205	SRX3340641	SRP122562	PRJNA329478	SRS2642271	SAMN07840273	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232205.sralite.1
Solanum_chilense	SRR6232207	SRX3340639	SRP122562	PRJNA329478	SRS2642269	SAMN07840275	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232207.sralite.1
Solanum_chilense	SRR6232189	SRX3340657	SRP122562	PRJNA329478	SRS2642264	SAMN07840277	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232189.sralite.1
Solanum_chilense	SRR6702971	SRX3677148	SRP132466	PRJNA427095	SRS2937846	SAMN08225756	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/702/SRR6702971.sralite.1
Solanum_chilense	SRR6687418	SRX3663601	SRP132466	PRJNA427095	SRS2926241	SAMN08222893	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/687/SRR6687418.sralite.1
Solanum_chilense	SRR6687415	SRX3663604	SRP132466	PRJNA427095	SRS2926244	SAMN08222896	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR668/7415/SRR6687415.sralite.1
Solanum_chilense	SRR6687420	SRX3663599	SRP132466	PRJNA427095	SRS2926239	SAMN08222899	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/687/SRR6687420.sralite.1
Solanum_chilense	SRR6687410	SRX3663609	SRP132466	PRJNA427095	SRS2926249	SAMN08222905	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/687/SRR6687410.sralite.1
Solanum_chilense	SRR6687411	SRX3663608	SRP132466	PRJNA427095	SRS2926248	SAMN08222908	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/687/SRR6687411.sralite.1
Solanum_chilense	SRR6687423	SRX3663596	SRP132466	PRJNA427095	SRS2926236	SAMN08222902	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/687/SRR6687423.sralite.1
Solanum_chilense	SRR7245500	SRX4150317	SRP149521	PRJNA474106	SRS3363899	SAMN09291608	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR007/245/SRR7245500.sralite.1
Solanum_chilense	SRR7245501	SRX4150316	SRP149521	PRJNA474106	SRS3363898	SAMN09291609	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7245501/SRR7245501
Solanum_chilense	SRR7245498	SRX4150319	SRP149521	PRJNA474106	SRS3363911	SAMN09291610	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7245498/SRR7245498
Solanum_chilense	SRR7245499	SRX4150318	SRP149521	PRJNA474106	SRS3363900	SAMN09291611	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7245499/SRR7245499
Solanum_chilense	SRR7245496	SRX4150321	SRP149521	PRJNA474106	SRS3363903	SAMN09291612	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7245496/SRR7245496
Solanum_chilense	SRR7245497	SRX4150320	SRP149521	PRJNA474106	SRS3363902	SAMN09291613	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7245497/SRR7245497
Solanum_chilense	SRR7245494	SRX4150323	SRP149521	PRJNA474106	SRS3363905	SAMN09291614	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7245494/SRR7245494
Solanum_chilense	SRR7245495	SRX4150322	SRP149521	PRJNA474106	SRS3363904	SAMN09291615	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7245495/SRR7245495
Solanum_chilense	SRR7245502	SRX4150315	SRP149521	PRJNA474106	SRS3363897	SAMN09291616	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7245502/SRR7245502
Solanum_chilense	SRR7245503	SRX4150314	SRP149521	PRJNA474106	SRS3363896	SAMN09291617	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7245503/SRR7245503
Solanum_chilense	SRR7245492	SRX4150325	SRP149521	PRJNA474106	SRS3363907	SAMN09291618	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/245/SRR7245492.sralite.1
Solanum_chilense	SRR7245493	SRX4150324	SRP149521	PRJNA474106	SRS3363906	SAMN09291619	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/245/SRR7245493.sralite.1
Solanum_chilense	SRR7245490	SRX4150327	SRP149521	PRJNA474106	SRS3363909	SAMN09291620	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7245490/SRR7245490
Solanum_chilense	SRR7245491	SRX4150326	SRP149521	PRJNA474106	SRS3363908	SAMN09291621	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/245/SRR7245491.sralite.1
Solanum_chilense	SRR7245488	SRX4150329	SRP149521	PRJNA474106	SRS3363913	SAMN09291622	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/245/SRR7245488.sralite.1
Solanum_chilense	SRR7245489	SRX4150328	SRP149521	PRJNA474106	SRS3363910	SAMN09291623	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/245/SRR7245489.sralite.1
Solanum_chilense	SRR7245486	SRX4150331	SRP149521	PRJNA474106	SRS3363916	SAMN09291624	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR7245486/SRR7245486
Solanum_chilense	SRR7245487	SRX4150330	SRP149521	PRJNA474106	SRS3363912	SAMN09291625	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/245/SRR7245487.sralite.1
Solanum_chilense	SRR7245484	SRX4150333	SRP149521	PRJNA474106	SRS3363915	SAMN09291626	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/245/SRR7245484.sralite.1
Solanum_chilense	SRR3675046	SRX2172546	SRP076657	PRJNA325875	SRS1700222	SAMN05255583	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR367/5046/SRR3675046.sralite.1
Solanum_chilense	SRR3675015	SRX2172543	SRP076657	PRJNA325875	SRS1700219	SAMN05255580	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/675/SRR3675015.sralite.1
Solanum_chilense	SRR6232208	SRX3340638	SRP122562	PRJNA329478	SRS2642268	SAMN07840274	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232208.sralite.1
Solanum_chilense	SRR6232210	SRX3340636	SRP122562	PRJNA329478	SRS2642266	SAMN07840276	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232210.sralite.1
Solanum_chilense	SRR6232212	SRX3340634	SRP122562	PRJNA329478	SRS2642264	SAMN07840277	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232212.sralite.1
Solanum_chilense	SRR6232211	SRX3340635	SRP122562	PRJNA329478	SRS2642265	SAMN07840278	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232211.sralite.1
Solanum_chilense	SRR6232224	SRX3340622	SRP122562	PRJNA329478	SRS2642254	SAMN07840279	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232224.sralite.1
Solanum_chilense	SRR6232222	SRX3340624	SRP122562	PRJNA329478	SRS2642255	SAMN07840280	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232222.sralite.1
Solanum_chilense	SRR6232223	SRX3340623	SRP122562	PRJNA329478	SRS2642255	SAMN07840280	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232223.sralite.1
Solanum_chilense	SRR6232221	SRX3340625	SRP122562	PRJNA329478	SRS2642256	SAMN07840281	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232221.sralite.1
Solanum_chilense	SRR6232228	SRX3340618	SRP122562	PRJNA329478	SRS2642251	SAMN07840282	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232228.sralite.1
Solanum_chilense	SRR6232227	SRX3340619	SRP122562	PRJNA329478	SRS2642250	SAMN07840283	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232227.sralite.1
Solanum_chilense	SRR6232226	SRX3340620	SRP122562	PRJNA329478	SRS2642252	SAMN07840284	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/232/SRR6232226.sralite.1
