species	clade	NCBI.taxid	clade_dnds
Sapayoa_aenigma	Aves	239371	Aves
Pedionomus_torquatus	Aves	227192	Aves
Ifrita_kowaldi	Aves	461245	Aves
Panurus_biarmicus	Aves	181101	Aves
Daphoenositta_chrysoptera	Aves	254528	Aves
Hylia_prasina	Aves	208073	Aves
Platysteira_castanea	Aves	1160851	Aves
Rostratula_benghalensis	Aves	118793	Aves
Tichodroma_muraria	Aves	237442	Aves
Picathartes_gymnocephalus	Aves	175131	Aves
Todus_mexicanus	Aves	135184	Aves
Fregata_magnificens	Aves	37042	Aves
Aegithalos_caudatus	Aves	73327	Aves
Hyalomma_asiaticum	Arachnida	266040	Other Invertebrates
Pomphorhynchus_laevis	Invertebrates	141832	Other Invertebrates
Batillaria_attramentaria	Mollusca	370345	Other Invertebrates
Trichogramma_brassicae	Hymenoptera	86971	Hymenoptera
Teleogryllus_occipitalis	Invertebrates	470939	Other Insecta
Drosophila_gunungcola	Diptera	103775	Mecopterida
Phyllotreta_striolata	Coleoptera	444603	Other Insecta
Polistes_fuscatus	Hymenoptera	30207	Hymenoptera
Myxobolus_squamalis	Cnidaria	59785	Other Invertebrates
Eudyptes_chrysolophus	Aves	79627	Aves
Colias_croceus	Lepidoptera	72248	Mecopterida
Henneguya_salminicola	Cnidaria	69463	Other Invertebrates
Sparganum_proliferum	Platyhelminthes	64606	Other Invertebrates
Sciurus_carolinensis	Mammalia	30640	Mammalia
Maniola_jurtina	Lepidoptera	191418	Mecopterida
Armadillidium_nasatum	Crustacea	96803	Other Invertebrates
Thalassophryne_amazonica	Teleostei	390379	Teleostei
Cinara_cedri	Hemiptera	506608	Other Insecta
Phocoena_sinus	Mammalia	42100	Mammalia
Octopus_sinensis	Mollusca	2607531	Other Invertebrates
Drosophila_bunnanda	Diptera	244254	Mecopterida
Danionella_translucida	Teleostei	623744	Teleostei
Timema_podura	Invertebrates	61482	Other Insecta
Sphaeramia_orbicularis	Teleostei	375764	Teleostei
Myripristis_murdjan	Teleostei	586833	Teleostei
Rhyzopertha_dominica	Coleoptera	92692	Other Insecta
Liparis_tanakae	Teleostei	230148	Teleostei
Etheostoma_spectabile	Teleostei	54343	Teleostei
Rana_temporaria	Amphibia	8407	Other Vertebrates
Crotalus_adamanteus	Lepidosauria	8729	Other Vertebrates
Rhagologus_leucostigma	Aves	156170	Aves
Trinorchestia_longiramus	Crustacea	1923959	Other Invertebrates
Paragonimus_heterotremus	Platyhelminthes	100268	Other Invertebrates
Neodiprion_pinetum	Hymenoptera	441929	Hymenoptera
Tuta_absoluta	Lepidoptera	702717	Mecopterida
Temnothorax_longispinosus	Hymenoptera	300112	Hymenoptera
Drosophila_innubila	Diptera	198719	Mecopterida
Schistosoma_bovis	Platyhelminthes	6184	Other Invertebrates
Gouania_willdenowi	Teleostei	441366	Teleostei
Parambassis_ranga	Teleostei	210632	Teleostei
Takifugu_bimaculatus	Teleostei	433685	Teleostei
Mirounga_angustirostris	Mammalia	9716	Mammalia
Nomia_melanderi	Hymenoptera	2448451	Hymenoptera
Chloebia_gouldiae	Aves	44316	Aves
Rhopalosiphum_maidis	Hemiptera	43146	Other Insecta
Chelonoidis_abingdonii	Testudines	106734	Other Vertebrates
Pseudonaja_textilis	Lepidosauria	8673	Other Vertebrates
Hyposmocoma_kahamanoa	Lepidoptera	1477025	Mecopterida
Coccinella_septempunctata	Coleoptera	41139	Other Insecta
Harmonia_axyridis	Coleoptera	115357	Other Insecta
Sipha_flava	Hemiptera	143950	Other Insecta
Pygoscelis_papua	Aves	30457	Aves
Simochromis_diagramma	Teleostei	43689	Teleostei
Temnothorax_curvispinosus	Hymenoptera	300111	Hymenoptera
Haemaphysalis_longicornis	Arachnida	44386	Other Invertebrates
Choristoneura_fumiferana	Lepidoptera	7141	Mecopterida
Styela_clava	Invertebrates	7725	Other Invertebrates
Vanessa_tameamea	Lepidoptera	334116	Mecopterida
Anopheles_aquasalis	Diptera	42839	Mecopterida
Trichobilharzia_szidati	Platyhelminthes	157070	Other Invertebrates
Dendrolimus_kikuchii	Lepidoptera	765133	Mecopterida
Apis_laboriosa	Hymenoptera	183418	Hymenoptera
Drosophila_subobscura	Diptera	7241	Mecopterida
Leptidea_sinapis	Lepidoptera	189913	Mecopterida
Varroa_jacobsoni	Arachnida	62625	Other Invertebrates
Diploscapter_pachys	Nematoda	2018661	Nematoda
Drosophila_obscura	Diptera	7282	Mecopterida
Lagenorhynchus_obliquidens	Mammalia	90247	Mammalia
Vespa_velutina	Hymenoptera	202808	Hymenoptera
Ooceraea_biroi	Hymenoptera	2015173	Hymenoptera
Paramuricea_clavata	Cnidaria	317549	Other Invertebrates
Tropilaelaps_mercedesae	Arachnida	418985	Other Invertebrates
Pseudomyrmex_gracilis	Hymenoptera	219809	Hymenoptera
Aethina_tumida	Coleoptera	116153	Other Insecta
Clunio_marinus	Diptera	568069	Mecopterida
Ischnura_elegans	Invertebrates	197161	Other Insecta
Phodopus_roborovskii	Mammalia	109678	Mammalia
Triplophysa_tibetana	Teleostei	1572043	Teleostei
Carlito_syrichta	Mammalia	1868482	Mammalia
Drosophila_navojoa	Diptera	7232	Mecopterida
Drosophila_arizonae	Diptera	7263	Mecopterida
Ceratina_calcarata	Hymenoptera	156304	Hymenoptera
Intoshia_linei	Invertebrates	1819745	Other Invertebrates
Trachymyrmex_zeteki	Hymenoptera	64791	Hymenoptera
Trachymyrmex_septentrionalis	Hymenoptera	34720	Hymenoptera
Trachymyrmex_cornetzi	Hymenoptera	471704	Hymenoptera
Cyphomyrmex_costatus	Hymenoptera	456900	Hymenoptera
Atta_colombica	Hymenoptera	520822	Hymenoptera
Ditylenchus_destructor	Nematoda	166010	Nematoda
Bactrocera_latifrons	Diptera	174628	Mecopterida
Falco_rusticolus	Aves	120794	Aves
Stegostoma_fasciatum	Chondrichthyes	378071	Other Vertebrates
Galleria_mellonella	Lepidoptera	7137	Mecopterida
Trichinella_patagoniensis	Nematoda	990121	Nematoda
Leopardus_geoffroyi	Mammalia	46844	Mammalia
Prionailurus_viverrinus	Mammalia	61388	Mammalia
Turdus_rufiventris	Aves	311356	Aves
Anopheles_coluzzii	Diptera	1518534	Mecopterida
Upupa_epops	Aves	57439	Aves
Melanotaenia_boesemani	Teleostei	1250792	Teleostei
Diachasma_alloeum	Hymenoptera	454923	Hymenoptera
Polypedilum_vanderplanki	Diptera	319348	Mecopterida
Apodemus_sylvaticus	Mammalia	10129	Mammalia
Lamellibrachia_satsuma	Annelida	104711	Other Invertebrates
Neodiprion_lecontei	Hymenoptera	441921	Hymenoptera
Amyelois_transitella	Lepidoptera	680683	Mecopterida
Kudoa_iwatai	Cnidaria	269814	Other Invertebrates
Scortum_barcoo	Teleostei	214431	Teleostei
Pristis_pectinata	Chondrichthyes	685728	Other Vertebrates
Vespa_mandarinia	Hymenoptera	7446	Hymenoptera
Drosophila_busckii	Diptera	30019	Mecopterida
Monomorium_pharaonis	Hymenoptera	307658	Hymenoptera
Wasmannia_auropunctata	Hymenoptera	64793	Hymenoptera
Schistosoma_margrebowiei	Platyhelminthes	48269	Other Invertebrates
Mesocestoides_corti	Platyhelminthes	53468	Other Invertebrates
Cylicostephanus_goldi	Nematoda	71465	Nematoda
Vollenhovia_emeryi	Hymenoptera	411798	Hymenoptera
Dermacentor_silvarum	Arachnida	543639	Other Invertebrates
Sarcoptes_scabiei	Arachnida	52283	Other Invertebrates
Colletes_gigas	Hymenoptera	935657	Hymenoptera
Fopius_arisanus	Hymenoptera	64838	Hymenoptera
Chelmon_rostratus	Teleostei	109905	Teleostei
Trichinella_papuae	Nematoda	268474	Nematoda
Trichinella_zimbabwensis	Nematoda	268475	Nematoda
Trichinella_britovi	Nematoda	45882	Nematoda
Trichinella_nativa	Nematoda	6335	Nematoda
Trichinella_nelsoni	Nematoda	6336	Nematoda
Araneus_ventricosus	Arachnida	182803	Other Invertebrates
Heliornis_fulica	Aves	54369	Aves
Loxia_curvirostra	Aves	64802	Aves
Aphelenchoides_besseyi	Nematoda	269767	Nematoda
Mus_caroli	Mammalia	10089	Mammalia
Passer_montanus	Aves	9160	Aves
Anabas_testudineus	Teleostei	64144	Teleostei
Anopheles_cruzii	Diptera	68878	Mecopterida
Papilio_polytes	Lepidoptera	76194	Mecopterida
Aythya_fuligula	Aves	219594	Aves
Hemibagrus_wyckioides	Teleostei	337641	Teleostei
Opisthorchis_viverrini	Platyhelminthes	6198	Other Invertebrates
Phalacrocorax_carbo	Aves	9209	Aves
Cuculus_canorus	Aves	55661	Aves
Aptenodytes_forsteri	Aves	9233	Aves
Calypte_anna	Aves	9244	Aves
Dryobates_pubescens	Aves	118200	Aves
Leptosomus_discolor	Aves	188344	Aves
Opisthocomus_hoazin	Aves	30419	Aves
Manacus_vitellinus	Aves	328815	Aves
Eurypyga_helias	Aves	54383	Aves
Cariama_cristata	Aves	54380	Aves
Phaethon_lepturus	Aves	97097	Aves
Salmo_trutta	Teleostei	8032	Teleostei
Egretta_garzetta	Aves	188379	Aves
Mastacembelus_armatus	Teleostei	205130	Teleostei
Trachypithecus_francoisi	Mammalia	54180	Mammalia
Aix_galericulata	Aves	8832	Aves
Drosophila_santomea	Diptera	129105	Mecopterida
Onychostoma_macrolepis	Teleostei	369639	Teleostei
Sagittarius_serpentarius	Aves	56258	Aves
Propithecus_coquereli	Mammalia	379532	Mammalia
Microcaecilia_unicolor	Amphibia	1415580	Other Vertebrates
Rhincodon_typus	Chondrichthyes	259920	Other Vertebrates
Procambarus_clarkii	Crustacea	6728	Other Invertebrates
Pungitius_pungitius	Teleostei	134920	Teleostei
Penaeus_japonicus	Crustacea	27405	Other Invertebrates
Diuraphis_noxia	Hemiptera	143948	Other Insecta
Monopterus_albus	Teleostei	43700	Teleostei
Apolygus_lucorum	Hemiptera	248454	Other Insecta
Poecilia_reticulata	Teleostei	8081	Teleostei
Meles_meles	Mammalia	9662	Mammalia
Ostrinia_furnacalis	Lepidoptera	93504	Mecopterida
Kryptolebias_marmoratus	Teleostei	37003	Teleostei
Pyrgilauda_ruficollis	Aves	221976	Aves
Nesidiocoris_tenuis	Hemiptera	355587	Other Insecta
Lithobates_catesbeianus	Amphibia	8400	Other Vertebrates
Bos_mutus	Mammalia	72004	Mammalia
Carcharodon_carcharias	Chondrichthyes	13397	Other Vertebrates
Nibea_albiflora	Teleostei	240163	Teleostei
Esox_lucius	Teleostei	8010	Teleostei
Acipenser_ruthenus	Vertebrates	7906	Other Vertebrates
Echeneis_naucrates	Teleostei	173247	Teleostei
Paragonimus_westermani	Platyhelminthes	34504	Other Invertebrates
Pocillopora_damicornis	Cnidaria	46731	Other Invertebrates
Microtus_fortis	Mammalia	100897	Mammalia
Alligator_sinensis	Crocodylia	38654	Other Vertebrates
Scatophagus_argus	Teleostei	75038	Teleostei
Echinococcus_multilocularis	Platyhelminthes	6211	Other Invertebrates
Lacerta_agilis	Lepidosauria	80427	Other Vertebrates
Fasciolopsis_buski	Platyhelminthes	27845	Other Invertebrates
Carassius_gibelio	Teleostei	101364	Teleostei
Trichoplusia_ni	Lepidoptera	7111	Mecopterida
Pygoscelis_antarcticus	Aves	79643	Aves
Protobothrops_mucrosquamatus	Lepidosauria	103944	Other Vertebrates
Python_bivittatus	Lepidosauria	176946	Other Vertebrates
Aphis_gossypii	Hemiptera	80765	Other Insecta
Formica_exsecta	Hymenoptera	72781	Hymenoptera
Leptopilina_heterotoma	Hymenoptera	63436	Hymenoptera
Leptopilina_boulardi	Hymenoptera	63433	Hymenoptera
Nephila_pilipes	Arachnida	299642	Other Invertebrates
Pygoscelis_adeliae	Aves	9238	Aves
Mya_arenaria	Mollusca	6604	Other Invertebrates
Poecilia_latipinna	Teleostei	48699	Teleostei
Adineta_vaga	Invertebrates	104782	Other Invertebrates
Ladona_fulva	Invertebrates	123851	Other Insecta
Zosterops_borbonicus	Aves	364589	Aves
Thelohanellus_kitauei	Cnidaria	669202	Other Invertebrates
Scyliorhinus_canicula	Chondrichthyes	7830	Other Vertebrates
Jaculus_jaculus	Mammalia	51337	Mammalia
Melopsittacus_undulatus	Aves	13146	Aves
Xiphophorus_maculatus	Teleostei	8083	Teleostei
Crassostrea_gigas	Mollusca	29159	Other Invertebrates
Dirofilaria_immitis	Nematoda	6287	Nematoda
Bactrocera_dorsalis	Diptera	27457	Mecopterida
Notothenia_coriiceps	Teleostei	8208	Teleostei
Hymenochirus_boettgeri	Amphibia	247094	Other Vertebrates
Camelus_bactrianus	Mammalia	9837	Mammalia
Camelus_dromedarius	Mammalia	9838	Mammalia
Capra_hircus	Mammalia	9925	Mammalia
Pan_paniscus	Mammalia	9597	Mammalia
Morone_saxatilis	Teleostei	34816	Teleostei
Columba_livia	Aves	8932	Aves
Lepisosteus_oculatus	Vertebrates	7918	Other Vertebrates
Chinchilla_lanigera	Mammalia	34839	Mammalia
Pygocentrus_nattereri	Teleostei	42514	Teleostei
Siniperca_chuatsi	Teleostei	119488	Teleostei
Silurus_asotus	Teleostei	30991	Teleostei
Phasianus_colchicus	Aves	9054	Aves
Rhinopithecus_bieti	Mammalia	61621	Mammalia
Castor_canadensis	Mammalia	51338	Mammalia
Silurus_meridionalis	Teleostei	175797	Teleostei
Alosa_sapidissima	Teleostei	34773	Teleostei
Lynx_rufus	Mammalia	61384	Mammalia
Collichthys_lucidus	Teleostei	240159	Teleostei
Thunnus_maccoyii	Teleostei	8240	Teleostei
Thunnus_albacares	Teleostei	8236	Teleostei
Ciona_intestinalis	Invertebrates	7719	Other Invertebrates
Aedes_albopictus	Diptera	7160	Mecopterida
Brugia_malayi	Nematoda	6279	Nematoda
Caenorhabditis_briggsae	Nematoda	6238	Nematoda
Sphaeroforma_arctica	Eukaryote	72019	Other Invertebrates
Anseranas_semipalmata	Aves	8851	Aves
Pomacea_canaliculata	Mollusca	400727	Other Invertebrates
Balaenoptera_musculus	Mammalia	9771	Mammalia
Cervus_canadensis	Mammalia	1574408	Mammalia
Globicephala_melas	Mammalia	9731	Mammalia
Orcinus_orca	Mammalia	9733	Mammalia
Delphinapterus_leucas	Mammalia	9749	Mammalia
Monodon_monoceros	Mammalia	40151	Mammalia
Oryzias_javanicus	Teleostei	123683	Teleostei
Periplaneta_americana	Blattodea	6978	Other Insecta
Salarias_fasciatus	Teleostei	181472	Teleostei
Prionailurus_bengalensis	Mammalia	37029	Mammalia
Crocuta_crocuta	Mammalia	9678	Mammalia
Lutra_lutra	Mammalia	9657	Mammalia
Callorhinus_ursinus	Mammalia	34884	Mammalia
Eumetopias_jubatus	Mammalia	34886	Mammalia
Dromaius_novaehollandiae	Aves	8790	Aves
Artibeus_jamaicensis	Mammalia	9417	Mammalia
Desmodus_rotundus	Mammalia	9430	Mammalia
Rousettus_aegyptiacus	Mammalia	9407	Mammalia
Astatotilapia_calliptera	Teleostei	8154	Teleostei
Oreochromis_aureus	Teleostei	47969	Teleostei
Oreochromis_niloticus	Teleostei	8128	Teleostei
Alosa_alosa	Teleostei	278164	Teleostei
Denticeps_clupeoides	Teleostei	299321	Teleostei
Callosobruchus_maculatus	Coleoptera	64391	Other Insecta
Sitophilus_oryzae	Coleoptera	7048	Other Insecta
Myxocyprinus_asiaticus	Teleostei	70543	Teleostei
Gambusia_affinis	Teleostei	33528	Teleostei
Poecilia_formosa	Teleostei	48698	Teleostei
Xiphophorus_couchianus	Teleostei	32473	Teleostei
Xiphophorus_hellerii	Teleostei	8084	Teleostei
Sarcophilus_harrisii	Mammalia	9305	Mammalia
Anopheles_albimanus	Diptera	7167	Mecopterida
Anopheles_stephensi	Diptera	30069	Mecopterida
Anopheles_funestus	Diptera	62324	Mecopterida
Drosophila_hydei	Diptera	7224	Mecopterida
Drosophila_serrata	Diptera	7274	Mecopterida
Drosophila_albomicans	Diptera	7291	Mecopterida
Drosophila_novamexicana	Diptera	47314	Mecopterida
Drosophila_persimilis	Diptera	7234	Mecopterida
Drosophila_ananassae	Diptera	7217	Mecopterida
Drosophila_virilis	Diptera	7244	Mecopterida
Drosophila_biarmipes	Diptera	125945	Mecopterida
Drosophila_elegans	Diptera	30023	Mecopterida
Drosophila_ficusphila	Diptera	30025	Mecopterida
Drosophila_eugracilis	Diptera	29029	Mecopterida
Drosophila_kikkawai	Diptera	30033	Mecopterida
Drosophila_bipectinata	Diptera	42026	Mecopterida
Drosophila_takahashii	Diptera	29030	Mecopterida
Ephemera_danica	Ephemeroptera	1049336	Other Insecta
Coturnix_japonica	Aves	93934	Aves
Lagopus_leucura	Aves	30410	Aves
Lagopus_muta	Aves	64668	Aves
Chanos_chanos	Teleostei	29144	Teleostei
Myzus_persicae	Hemiptera	13164	Other Insecta
Aphis_glycines	Hemiptera	307491	Other Insecta
Bombus_impatiens	Hymenoptera	132113	Hymenoptera
Frieseomelitta_varia	Hymenoptera	561572	Hymenoptera
Xiphias_gladius	Teleostei	8245	Teleostei
Cheilinus_undulatus	Teleostei	241271	Teleostei
Haliotis_rubra	Mollusca	36100	Other Invertebrates
Spodoptera_exigua	Lepidoptera	7107	Mecopterida
Spodoptera_frugiperda	Lepidoptera	7108	Mecopterida
Maniola_hyperantus	Lepidoptera	2795564	Mecopterida
Bicyclus_anynana	Lepidoptera	110368	Mecopterida
Vanessa_cardui	Lepidoptera	171605	Mecopterida
Nymphalis_io	Lepidoptera	171585	Mecopterida
Vanessa_atalanta	Lepidoptera	42275	Mecopterida
Manduca_sexta	Lepidoptera	7130	Mecopterida
Larimichthys_crocea	Teleostei	215358	Teleostei
Scleropages_formosus	Teleostei	113540	Teleostei
Crassostrea_virginica	Mollusca	6565	Other Invertebrates
Taeniopygia_guttata	Aves	59729	Aves
Menura_novaehollandiae	Aves	47692	Aves
Sinosuthora_webbiana	Aves	337173	Aves
Mizuhopecten_yessoensis	Mollusca	6573	Other Invertebrates
Trematomus_bernacchii	Teleostei	40690	Teleostei
Perca_flavescens	Teleostei	8167	Teleostei
Epinephelus_lanceolatus	Teleostei	310571	Teleostei
Plectropomus_leopardus	Teleostei	160734	Teleostei
Manis_pentadactyla	Mammalia	143292	Mammalia
Aotus_nancymaae	Mammalia	37293	Mammalia
Sapajus_apella	Mammalia	9515	Mammalia
Macaca_fascicularis	Mammalia	9541	Mammalia
Macaca_nemestrina	Mammalia	9545	Mammalia
Papio_anubis	Mammalia	9555	Mammalia
Rhinopithecus_roxellana	Mammalia	61622	Mammalia
Theropithecus_gelada	Mammalia	9565	Mammalia
Pongo_abelii	Mammalia	9601	Mammalia
Hylobates_moloch	Mammalia	81572	Mammalia
Nomascus_leucogenys	Mammalia	61853	Mammalia
Elephas_maximus	Mammalia	9783	Mammalia
Mesocricetus_auratus	Mammalia	10036	Mammalia
Microtus_oregoni	Mammalia	111838	Mammalia
Myodes_glareolus	Mammalia	447135	Mammalia
Peromyscus_leucopus	Mammalia	10041	Mammalia
Dipodomys_spectabilis	Mammalia	105255	Mammalia
Marmota_monax	Mammalia	9995	Mammalia
Urocitellus_parryii	Mammalia	9999	Mammalia
Oncorhynchus_gorbuscha	Teleostei	8017	Teleostei
Oncorhynchus_keta	Teleostei	8018	Teleostei
Oncorhynchus_nerka	Teleostei	8023	Teleostei
Oncorhynchus_tshawytscha	Teleostei	74940	Teleostei
Salvelinus_namaycush	Teleostei	8040	Teleostei
Sepia_pharaonis	Mollusca	158019	Other Invertebrates
Ictalurus_punctatus	Teleostei	7998	Teleostei
Pangasianodon_hypophthalmus	Teleostei	310915	Teleostei
Ctenocephalides_felis	Invertebrates	7515	Other Insecta
Sparus_aurata	Teleostei	8175	Teleostei
Aptenodytes_patagonicus	Aves	9234	Aves
Eudyptes_chrysocome	Aves	79626	Aves
Candidula_unifasciata	Mollusca	100452	Other Invertebrates
Takifugu_rubripes	Teleostei	31033	Teleostei
Mercenaria_mercenaria	Mollusca	6596	Other Invertebrates
Oryza_sativa	Embryophyta	4530	Embryophyta
Olea_europaea	Embryophyta	4146	Embryophyta
Brassica_rapa	Embryophyta	3711	Embryophyta
Capsicum_baccatum	Embryophyta	33114	Embryophyta
Cucumis_melo	Embryophyta	3656	Embryophyta
Marchantia_polymorpha	Embryophyta	3197	Embryophyta
Beta_vulgaris	Embryophyta	161934	Embryophyta
Zea_mays	Embryophyta	4577	Embryophyta
Aegilops_tauschii	Embryophyta	37682	Embryophyta
Brassica_oleracea	Embryophyta	3712	Embryophyta
Fragaria_vesca	Embryophyta	57918	Embryophyta
Arabidopsis_lyrata	Embryophyta	59689	Embryophyta
Corymbia_citriodora	Embryophyta	34329	Embryophyta
Cinnamomum_micranthum	Embryophyta	337465	Embryophyta
Musa_balbisiana	Embryophyta	52838	Embryophyta
Panicum_hallii	Embryophyta	206008	Embryophyta
Cucurbita_pepo	Embryophyta	3663	Embryophyta
Rosa_chinensis	Embryophyta	74649	Embryophyta
Cannabis_sativa	Embryophyta	3483	Embryophyta
Vigna_angularis	Embryophyta	3914	Embryophyta
Vigna_unguiculata	Embryophyta	3917	Embryophyta
Apium_graveolens	Embryophyta	4045	Embryophyta
Musa_acuminata	Embryophyta	4641	Embryophyta
Capsicum_annuum	Embryophyta	4072	Embryophyta
Daucus_carota	Embryophyta	4039	Embryophyta
Vigna_radiata	Embryophyta	157791	Embryophyta
Manihot_esculenta	Embryophyta	3983	Embryophyta
Vitis_vinifera	Embryophyta	29760	Embryophyta
Solanum_tuberosum	Embryophyta	4113	Embryophyta
Spirodela_intermedia	Embryophyta	51605	Embryophyta
Salix_dunnii	Embryophyta	1413687	Embryophyta
Miscanthus_lutarioriparius	Embryophyta	422564	Embryophyta
Rhododendron_simsii	Embryophyta	118357	Embryophyta
Nymphaea_thermarum	Embryophyta	419125	Embryophyta
Sinapis_alba	Embryophyta	3728	Embryophyta
Striga_asiatica	Embryophyta	4170	Embryophyta
Rhamnella_rubrinervis	Embryophyta	2594499	Embryophyta
Malus_baccata	Embryophyta	106549	Embryophyta
Lactuca_saligna	Embryophyta	75948	Embryophyta
Carpinus_fangiana	Embryophyta	176857	Embryophyta
Abrus_precatorius	Embryophyta	3816	Embryophyta
Coffea_eugenioides	Embryophyta	49369	Embryophyta
Ipomoea_triloba	Embryophyta	35885	Embryophyta
Brassica_cretica	Embryophyta	69181	Embryophyta
Cuscuta_australis	Embryophyta	267555	Embryophyta
Cuscuta_campestris	Embryophyta	132261	Embryophyta
Nymphaea_colorata	Embryophyta	210225	Embryophyta
Dendrobium_catenatum	Embryophyta	906689	Embryophyta
Trema_orientale	Embryophyta	63057	Embryophyta
Parasponia_andersonii	Embryophyta	3476	Embryophyta
Apostasia_shenzhenica	Embryophyta	1088818	Embryophyta
Quercus_suber	Embryophyta	58331	Embryophyta
Coptis_chinensis	Embryophyta	261450	Embryophyta
Durio_zibethinus	Embryophyta	66656	Embryophyta
Pistacia_vera	Embryophyta	55513	Embryophyta
Herrania_umbratica	Embryophyta	108875	Embryophyta
Gossypium_klotzschianum	Embryophyta	34286	Embryophyta
Gossypium_davidsonii	Embryophyta	34287	Embryophyta
Gossypium_australe	Embryophyta	47621	Embryophyta
Gossypium_trilobum	Embryophyta	34281	Embryophyta
Corchorus_olitorius	Embryophyta	93759	Embryophyta
Corchorus_capsularis	Embryophyta	210143	Embryophyta
Citrus_unshiu	Embryophyta	55188	Embryophyta
Ipomoea_nil	Embryophyta	35883	Embryophyta
Capsicum_chinense	Embryophyta	80379	Embryophyta
Senna_tora	Embryophyta	362788	Embryophyta
Dichanthelium_oligosanthes	Embryophyta	888268	Embryophyta
Solanum_chilense	Embryophyta	4083	Embryophyta
Hibiscus_syriacus	Embryophyta	106335	Embryophyta
Salix_suchowensis	Embryophyta	1278906	Embryophyta
Arachis_ipaensis	Embryophyta	130454	Embryophyta
Digitaria_exilis	Embryophyta	1010633	Embryophyta
Cucurbita_moschata	Embryophyta	3662	Embryophyta
Benincasa_hispida	Embryophyta	102211	Embryophyta
Tetracentron_sinense	Embryophyta	13715	Embryophyta
Vanilla_planifolia	Embryophyta	51239	Embryophyta
Morus_notabilis	Embryophyta	981085	Embryophyta
Juglans_regia	Embryophyta	51240	Embryophyta
Tarenaya_hassleriana	Embryophyta	28532	Embryophyta
Setaria_viridis	Embryophyta	4556	Embryophyta
Ziziphus_jujuba	Embryophyta	326968	Embryophyta
Lupinus_albus	Embryophyta	3870	Embryophyta
Brassica_carinata	Embryophyta	52824	Embryophyta
Nelumbo_nucifera	Embryophyta	4432	Embryophyta
Camelina_sativa	Embryophyta	90675	Embryophyta
Punica_granatum	Embryophyta	22663	Embryophyta
Ananas_comosus	Embryophyta	4615	Embryophyta
Phaseolus_vulgaris	Embryophyta	3885	Embryophyta
Sorghum_bicolor	Embryophyta	4558	Embryophyta
Populus_trichocarpa	Embryophyta	3694	Embryophyta
Coffea_arabica	Embryophyta	13443	Embryophyta
Glycine_max	Embryophyta	3847	Embryophyta
Arabidopsis_thaliana	Embryophyta	3702	Embryophyta
