species	NCBI.txid	dN	dS	dNdS
Benincasa_hispida	102211	0.04445846483	0.2002608292	0.222002800086279
Cucurbita_moschata	3662	0.01000813139	0.05026649432	0.199101439744088
Cucurbita_pepo	3663	0.009010427894	0.0457832067	0.196806395695302
Senna_tora	362788	0.1693657653	0.8022024391	0.211125966520388
Arachis_ipaensis	130454	0.1865688793	0.8949520875	0.208468008406092
Lupinus_albus	3870	0.1725017564	0.7389115174	0.233453874162065
Abrus_precatorius	3816	0.09441816789	0.4167629603	0.226551245873757
Phaseolus_vulgaris	3885	0.04590158773	0.169440114	0.270901539466622
Vigna_unguiculata	3917	0.02914738414	0.1235236045	0.235966107514293
Vigna_radiata	157791	0.01668859065	0.07630240913	0.218716431634116
Vigna_angularis	3914	0.01571610351	0.05987059915	0.262501189784736
