species	NCBI.txid	dN	dS	dNdS
Myotis_myotis	51298	0.006453935425	0.04641716193	0.139042008529796
Myotis_lucifugus	59463	0.01528673187	0.05600330196	0.272961260050674
Myotis_brandtii	109478	0.004712127757	0.02924143147	0.161145591036963
Ceratotherium_simum	9807	0.02615579769	0.186108314	0.140540726675972
Equus_quagga	89248	0.00306069459	0.01136476884	0.269314284618569
Equus_asinus	9793	0.00164602	0.008261307908	0.19924448021191
Equus_przewalskii	9798	0.002495625144	0.006983300251	0.357370448684722
Equus_caballus	9796	0.0005232135431	0.002654187121	0.19712760225544
Manis_pentadactyla	143292	0.01262880476	0.05931283124	0.212918596128037
Manis_javanica	9974	0.0112743203	0.06266030083	0.179927643989257
Hyaena_hyaena	95912	0.002681285842	0.01826212193	0.146822250572938
Crocuta_crocuta	9678	0.02589635685	0.07082587734	0.365634113160143
Panthera_pardus	9691	0.001547297857	0.009769858134	0.158374649434802
Panthera_uncia	29064	0.001810299491	0.009076212656	0.199455385149363
Panthera_tigris	9694	0.005797359436	0.01583625192	0.366081536545802
Leopardus_geoffroyi	46844	0.003362394862	0.0280003601	0.120083986419875
Prionailurus_bengalensis	37029	0.002996095065	0.02128865802	0.140736680639299
Felis_catus	9685	0.002693925058	0.0213429526	0.12622082372989
Lynx_pardinus	191816	0.01178438397	0.03865030184	0.30489759223055
Puma_yagouaroundi	1608482	0.0026782904	0.01906488456	0.140482906758288
Acinonyx_jubatus	32536	0.002619600718	0.01778723598	0.147274187003843
Puma_concolor	9696	0.008081201602	0.03397285545	0.237872309965043
Lynx_rufus	61384	0.001324002084	0.009234556125	0.143374740060936
Lynx_canadensis	61383	0.001558602738	0.009431097365	0.165262076901483
Prionailurus_viverrinus	61388	0.003032181275	0.02312160958	0.131140579314288
Panthera_leo	9689	0.006702337355	0.03502958558	0.191333618255155
Suricata_suricatta	37032	0.04617237404	0.4132007072	0.111743211556633
Canis_lupus	9612	0.003609454421	0.02957465703	0.122045520843695
Nyctereutes_procyonoides	34880	0.004367099961	0.03327273972	0.131251589071127
Vulpes_vulpes	9627	0.001624651251	0.01107361534	0.14671371554071
Vulpes_lagopus	494514	0.003389624334	0.01468371126	0.230842480758505
Ailuropoda_melanoleuca	9646	0.009549954729	0.06047120362	0.157925659773729
Ursus_americanus	9643	0.001186298404	0.008170553335	0.145191929525542
Ursus_maritimus	29073	0.0008496140566	0.005175373382	0.16416478462307
Ursus_arctos	9644	0.0007625246513	0.004329968187	0.176103984687313
Neogale_vison	452646	0.005106143143	0.04565528195	0.111841235557193
Mustela_erminea	36723	0.003149495984	0.0274940567	0.114551883644002
Mustela_putorius	9668	0.003644627836	0.03196390181	0.114023245899841
Lutra_lutra	9657	0.00610816857	0.04470496967	0.136632875832124
Lontra_canadensis	76717	0.006104137237	0.04977351906	0.122638249259445
Meles_meles	9662	0.01487700169	0.1389475239	0.107069210536684
Enhydra_lutris	34882	0.005851431971	0.04003672713	0.146151606049123
Callorhinus_ursinus	34884	0.00287391056	0.01592005173	0.180521433519236
Zalophus_californianus	9704	0.0009437549569	0.006260373527	0.150750582665672
Eumetopias_jubatus	34886	0.0009579832082	0.006547783709	0.146306483349968
Phoca_vitulina	9720	0.001121697956	0.008727039485	0.128531325878377
Halichoerus_grypus	9711	0.002623302523	0.01055700323	0.248489317076774
Neomonachus_schauinslandi	29088	0.004194567309	0.02226981479	0.188352141612041
Leptonychotes_weddellii	9713	0.01187499022	0.03502660624	0.339027713351198
Mirounga_angustirostris	9716	0.001854547233	0.007468059716	0.2483305307571
Mirounga_leonina	9715	0.0009064433083	0.005318732115	0.170424696845256
